"country","ngo_id","date_added","latin_name","arabic_name","address","governorate","phone","email","date_of_creation","type_of_organization","target_group","president","director","secretary_general","treasurer","missions_and_goals","impact_of_ong","activities","building_networks_and_alliances","other","publications","training_and_capacity_building","research_resources_and_production","exchange_of_information_know.how_and_experience","website","ISO3","ISO2","FIPS","country.rev"
"Morocco","484",2014-11-06 23:06:06,"Judicial freedoms","حريات عدلية","العيون جنوب المغرب","العيون جنوب المغرب","0676811301","tarouzisidijaml.com",NA,"حقوقية","الموطنين",NA,NA,NA,NA,"تعريف حقوق المواطنين وسط تجمعات سكانية والأحياء","جهوي","تعريف المواطن بحقوقه تجاه المؤسسة العمومية",NA,NA,"خلق مواقع إلكترونية لتعرف حقوق المواطنة أدخل تجمعات",NA,NA,NA,NA,"MAR","MA","MO","Morocco"
"Tunisia","485",2014-11-06 23:06:19,"Association Afaf pour le mariage collective et la réconciliation","جمعية العفاف للزواج الجماعي وإصلاح ذات البين","صندوق بريد عدد 49 منوبة 2010 العنوان 33 شارع 2 مارس 1934 سيدي عمر منوبة","منوبة","52 648 242","association.alafef@gmail.com",NA,"إجتماعية خيرية ثقافية","نساء ورجال","بالحسن المبزع","طارق ترجمان","رضا الزوفي","صوفية جلالي","المساهمة في تكوين مجتمع متماسك من خلال أثر ناجحة  التشجيع على زاوج  تزويج الفئات العاملة من المجتمع","جهوي","زاوج جماعي 8 سبتمبر 2012 21 زوج وزوجة مرت فالعام",NA,NA,"بناء مقر للأزواج",NA,NA,NA,"al-afef","TUN","TN","TS","Tunisia"
"Tunisia","486",2014-11-06 23:06:24,"mouvement nouvelle génération","حركة جيل جديد","تونس","تونس","+216 24560017","mouvement.nouvelle@gmail.com",2011-04-27,"حركة شبابية ثقافية  سياسية اجتماعية","كامل فئات المجتمع",NA,NA,NA,NA,"إنّ \""حركة جيل جديد\"" التي نعلنُ اليومَ عن تأسيسها، بعد حوالي السّنتين من بداية تشكّلها وبناء فكرتها ورؤيتها و بروز بعض برامجها، هي بالأساس إطار نضال وحلقة تفكير وبرنامج للتغيير، ليست حزبًا سياسيّا ولا جمعيّة ولا حركة شبابيّة بالمعنى السّائد اليوم. إنّها  - إطار نضال : فهي، منذ أيّام تشكّلها الأولى، قد كانت مشتبكة مع الاستبداد، وكمكوّن داخل الحركة الطلاّبية تصدّت للدّفاع عن مصالح هذه الحركة فناضلت بلا هوادة من أجل حرّية العمل النّقابي والسّياسي داخل الجامعة، ودافعت عن الجامعة العموميّة التي تعرّضت خلال السّنوات الأخيرة، خصوصًا مع تطبيق برنامج إمد، إلى خوصصة مُقنّعة تمّت بزعم إعادة هيكلة الجامعة وفق مقتضيات السُّوق، كما ناضلت دفاعًا عن حقّ أصحب الشّهائد في العمل، وتعرّض مناضلوها إلى الطّرد والإيقاف جرّاء مواقفهم المبدئية داخل هياكل الإتّحاد العام لطلبة تونس.","جهوي","- حلقة تفكير : فلا نضال ولا عمل، دون فكر وتخطيط، ولا معنى البتّة للنّضال في غياب برامج وبدائل وتصوّرات، وإلاّ تحوَّل النضال إلى مجرّد احتجاج وصُراخ. إن \""حركة جيل جديد\"" هي حلقة تفكير (cercle de pensée) تعتني بالفكر وتعتبرُ أنّ للعامل الثّقافي بصفّة عامة دورًا محوريّا في عملية التغيير الاجتماعي، فالوعي رهانٌ صعب، والقدرة على طرح السؤال في عالم المسلّمات والنقد والتفكيك وخلخلة \""أسيجة الدّغمائية\"" أمرٌ ليسَ بالهيّن.",NA,NA,"لن تكون \""حركة جيل جديد\"" مجرّد رقم يضاف إلى المعادلة السياسية بالبلاد، بل ستمثل – بجوهرها المُجدّد وأساليب عملها غير النّمطية وكفاحية مناضلاتها ومناضليها وبرنامجها الواقعي والثّوري في آن، نقلة جذرية في حركة الشباب التونسي، وإضافة نوعية للمشهد الفكري والسياسي بالبلاد. وإنّنا عازمون، بالصّدق والمبدئيّة التي عهدتموها فينا، على تفعيل ما طرحناه من أفكار على قاعدة ما راكمناه من نضال في السّنوات الفارطة.",NA,NA,NA,"http://ar.wikipedia.org","TUN","TN","TS","Tunisia"
"Yemen","487",2014-11-06 23:06:32,NA,"تنمية  قدرات الاعلاميين الحقوقية","بجانب ملاهي الكمسري","عدن","00967 772041468","khadija_alkaff@yahoo.com",2013-02-06,"اعلامية حقوقية شبابية","اعلاميين محاميين ناشطين حقوقيين وشباب","خديجة الكاف","خديجة الكاف","ليلي خليل","أمنة عبد القادر خليل","تأسيس خدمة إعلامية متميزة وتغطية برامج وفعاليات منظمات المجتمع المدني و المساهمة في نشر الوعي بين المواطنين ودعم ثقافة الحريات والتعبير عن الرأي وثقافة حقوق الإنسان, الرؤية والأهداف العامة : يعمل الجمعية على تحقيق الأهداف التالية : 1-	تعبئة وتنظيم جهود أعضاء الجمعية بما يكفل إسهامهم في إنماء تنمية قدرات الشباب اليمني . 2-	نشر وترسيخ روح التكافل والتعاون الاجتماعي . 3-	التعاون مع الجمعيات والمنظمات وتوطيد العلاقات مع الوكالات الحكومية المحلية والدولية 4-	تعزيز القيم الثقافية والاجتماعية التنموية في المجتمع وتعزيز ثقافة الحوار والتعايش والتفكير الحر وخاصة لدى الشباب والأطفال ودعم الفئات المهمشة لا سيما في مناطق الريف والقرى في الجمهورية اليمنية . 5-	المشاركة في تنمية العلاقات الثقافية ودعم مبادرات العمل والتشبيك مع المجتمعات والمؤسسات على المجتمع المحلي والإقليمي والعالمي في المجال التنموي والثقافي والعمل الإعلامي . 6-	تأهيل الإعلاميين من خلال التدريب ومن ثم عمل استدامة لكافة التدريب التي يتم تدريبهم فيها 7-	تأهيل وبناء القدرات الإعلامية والارتقاء بالمستوى العلمي والثقافي للإعلاميين 8-	التخفيف من الفقر والبطالة والتركيز على تمكين المرأة اقتصاديا عبر برامج التدريب والتأهيل . 9-	تشجيع المجتمع على استخدام التكنولوجيا لفتح آفاق جديدة للعلم والتعليم . 10-	خلق شراكة مع المراكز والمؤسسات التنموية ذات العلاقة محليا ودوليا . 11-	بناء صرح مؤسسي كبير يضم كل الإعلاميين .",NA,"نشاط تغطيات اعلامية لعدد كبير من المنظمات منها جمعية شباب ابين لحد من البطالة ومنظمة صناع النهضة ومنظمة شركاء اليمن ومنظمة الاغاثة الاسلامية  ومنظمة اليمن اولا وجمعية الارتقاء بالاسرة و جمعية المراة لتنمية المستدامة ومبادرة شباب الغد.","نحن نملك علاقات وطيدة وطيبة مع عدد كبير من منظمات المجتمع المدني منها في عدن  وصنعاء وكذا خارج اليمن ولكن لاسف نفتقد الفرص والكفاءات التدريبية التي تقدر عملنا.",NA,NA,"نتحتاج الى تنفيذ ورش عمل ودورات تدريبية لتنمية قدرات الشباب والاعلاميين وناشطين حقوقين وشبابي وذلك بتاهليهم وتدريبهم",NA,"لدينا الكثير من التجارب المهنية والمجتمعية  والاعلامية",NA,"YEM","YE","YM","Yemen"
"Tunisia","488",2014-11-06 23:06:44,"Association Les partisans de la Palestine","جمعية أنصار فلسطين","تونس","تونس","+216 93 115 949","palestunis@hotmail.com",NA,"حقوقية","الفلسطينين","محمد بشير خضري",NA,NA,NA,"الاهداف: 1ـ التعريف بالقضية الفلسطينية والدفاع عنها 2ـ دعم القضية الفلسطينية 3ـ التعاون مع الجهات ذات الصلة بمناصرة القضية الفلسطينية","جهوي","التعريف بالقضية الفلسطينية والدفاع عنها",NA,NA,"دعم القضية الفلسطينية",NA,NA,NA,"www.fb.com/palestunis","TUN","TN","TS","Tunisia"
"Yemen","489",2014-11-06 23:06:55,"Cultural Media Center (CMC)","مركز الإعلام الثقافي CMC","شارع هاائل","صنعاء","00967736000662, 009671474560","onfi@cmc-ye.org, cmc.yemen@gmail.com",NA,"منظمة ثقافية إعلامية شبابية","المثقفين والإعلاميين والحقوقيين والعامة من الناس","وداد البدوي","احمد عبد الرحمن","فيصل الذبحاني","سامي القباطي","الرسالة: خلق جيل مثقف قادر علي إحداث التغيير الايجابي في المجتمع . الهدف العام:-  إشراك الثقافة والإعلام في تنمية المجتمع والتأثير بمختلف القضايا التنموية والاجتماعية والحقوقية .  الأهداف الخاصة:- 1.	توظيف الثقافة والإعلام لتعزيز القيم الإنسانية و الاجتماعية وترسيخ الديمقراطية والثوابت الوطنية . 2.	توجيه القطاعين العام و الخاص والمجتمع المدني لتبني المهرجانات والأنشطة الثقافية والفنية والإعلامية والسياحية التي تعكس صورة اليمن الحضارية والثقافية . 3.	الارتقاء بمستوي التدريب وبناء القدرات للمثقفين وللإعلاميين وبما يواكب التقنيات الحديثة . 4.	المساهمة والمبادرة لدعم المواهب الوطنية الشبابية في المجالات الثقافية وإبرازها في الساحة  . 5.	تعزيز القيم التي ترتقي بالحقوق والحريات في المجتمع ، وحشد الجهود الإعلامية والثقافية والمدنية لخدمتها . 6.	التنسيق والتواصل مع المؤسسات الإعلامية والثقافية والحقوقية والمدنية لخلق تكامل بين المؤسسات في مجالات التنمية وزيادة وتعميق الحوار الثقافي.",NA,"الثورة .. وأخطاء في المسار    - مستقبل اليمن في ظل الأوضاع الراهنة - ثقافة الديمقراطية في اليمن -مستقبل الساحات بعد انتخابات 21فبراير",NA,"نحتاج لمختلف أنواع الدعم كون المركز  مستجد ونحن كشباب مؤسسين فيه لا نمتلك الخبرة الكافية .",NA,NA,NA,NA,"www.cmc-ye.org","YEM","YE","YM","Yemen"
"Tunisia","490",2014-11-06 23:07:09,"Association pour le développement Humain et économique  de manastir","جمعية  التنمية البشرية والاقتصادية المنستير","المنستير","المنستير","+216 97 126460","monashidealwafa@gmail.com",2011-07-25,"تنموية إقتصادية","كافة شرائح المجتمع التونسي",NA,NA,NA,NA,"متابعة التنموية للنهوض بالوحدة الاقتصادية المتعثرة","جهوي","الإهتمام بمختلف الشرائح الإجتماعية قصد تفعيل الهياكل التنموية على اسس ديمقراطية لتحقيق المساوة والعادلة الإجتماعية  إحياء روح التكافل الإجتماعي لإرساء الإقتصاد التضامني",NA,NA,"تدعيم الشراكة الإقتصادية والعلمية والثقافية بالمنستير",NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","491",2014-11-06 23:07:18,"Lovers Bible Society","جمعية أحباء المقدس","30 شارع الغزلة هي الغزلة اريانة  تونس","اريانة","23533991","contact@ahbebbaitelmaqdes.com",2012-02-25,"خيرية مستقلة","الفلسطينين",NA,NA,NA,NA,"التعريف بالقضية الفلسطينية  المساهمات في إحياء ذاكرة بيت القدس  توعية لأجيال بتاريخ فلسطين ونضال شعبها وصموده  التحسيس بمعانات الشعب الفلسطيني ومساعدته بكافة الوسائل المشروعة","جهوي","التوعية الإعلامية لتعريف بالقضية الفلسطينية عن طريق وسائل الإعلام  تنظيم فعاليات عبر الوسائط المختلفة كالندوة الحوارات والمحاضرات والامسية والمعارض والتظاهرات والمطبوعات الثقافية",NA,NA,"كفالة الأيتام  كفالة عائلات الشهداء  قافلة عائلات الأسرى",NA,NA,NA,"www.ahebabalbaitelmaqdes.com","TUN","TN","TS","Tunisia"
"Tunisia","492",2014-11-06 23:07:26,"université tunisienne pour les travailleurs","الجامعة التونسية للشغل","جميع الولايات","جميع الولايات","21742188","king.lord99@hotmail.fr",NA,"حقوقية","التونسيين","وائل منصور","سامي الهمامي",NA,NA,"الدفاع عن حقوق المواطن  الدفاع عن العاطلين عن العمل","جهوي","رحلات ترفيهية للمواطنين  تبرعات مالية للمحتاجين",NA,NA,"إيصال البلاد أتونسية إلى بر الأمان وتحقيق أهداف الجامعة",NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","493",2014-11-06 23:07:35,"Association ALMANEL pour la charité","جمعية المنال للعمل الخيري","تونس","تونس",NA,"elmanel1003charité@gmail.com",NA,"خيرية","المجتمع",NA,NA,NA,NA,"بث روح أتعون والتكافل بين أفراد المجتمع  مساعدة الفقراء ولمحتاجين تكريس ثقافة التطوع من أجل الإصلاح العام","جهوي","تنظيم قوافل صحية ودعم العائلات الفقيرة بما يوفر العدالة",NA,NA,"تكريم الناجحين في إمتحانات البكالوريا",NA,NA,NA,"جمعية-المنال-للأعمال-الخيرية","TUN","TN","TS","Tunisia"
"Tunisia","494",2014-11-06 23:07:46,"Association les pionniers de la bonté","جمعية رواد الخير","مقرين","بن عروس",NA,"associationrouedalkhir@yahoo.fr",2011-06-21,"جمعية خيرية اسعافية إجتماعية","المعوزين","حسان الذاودي",NA,"حاتم الزكراوي",NA,"كل مايتعلق بالأعمال الخيرية  مساعدة المدارس",NA,"ترميم مدرستين مقرين الرياض حملة تبرع ال5000 غطاء صوفي 2012 تبرع للمحتاجين  22 قافلة خيرية  قفة رمضان",NA,NA,"حملة  علمني لجمع التبرعات المدرسية",NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","495",2014-11-06 23:07:54,"Association positif sans frontière","جمعية ايجابيون بلا حدود","نهج الجزيرة","تونس","52271290",NA,2011-03-09,"تنموية","الشباب","محمود المكي","مروة الزغلامي","هيفاء حسني",NA,"نشر الفكر الأجابي في المجتمع التونسي","جهوي","قافلة عين دراهم  تقديم مساعدات للصم والبكم",NA,NA,"ندوة في جامعة منوبة",NA,NA,NA,"www.facebook.com/positifs.sans frontiéres","TUN","TN","TS","Tunisia"
"Tunisia","496",2014-11-06 23:07:59,"Arabe Group for developement and national empowerment","المجموعة العربية للتنمية والتمكين الوطني","متيل فيل","متيل فيل","+216 71 891 775","tamkeen@gmail.com",NA,"حقوقية","مكونات المجتمع الدولي المختلفة",NA,NA,NA,NA,"المجموعات تهدف إلى تمكين مؤسسة دولية تنموية رائدة تساهم في دفع الإنسان العربي وتمكينه من الحفاظ على هويته وبناء مجتمعه المدني وتحقيق التنمية الشامله","جهوي",NA,NA,NA,"برنامج التمكين المدني الديمقراطي وحقوق الإنسان  برنامج تمكين الشباب  برنامج التمكين التنموي  برنامج الإعلام",NA,NA,NA,"www.tamkeen.ch","TUN","TN","TS","Tunisia"
"Italy","497",2014-11-06 23:08:13,"Union démocratique des associations marocaines en Italie","الاتحاد الديمقراطي للجمعيات المغربية بإيطاليا","mila romagna via olfa 924 bologne","Bologne","00393286904686","udami@libero.it",NA,"إجتماعي ثقافي وسياسي","المجتمع المغربي","حميد بشري",NA,NA,NA,"مساعدة الشباب خاصة جميع الفئات في إيطالية المهاجرين كذلك ذوي الاحتياجات",NA,"في المغرب زيارة المناطق التي التي تكون فيها الهجرة لمساندة المهاجرين في إيطاليا تفعيل المؤجرين بحقوقهم",NA,NA,"مساعدة  الشباب على الدراسة",NA,NA,NA,"udami.facebook","ITA","IT","IT","Italy"
"Tunisia","498",2014-11-06 23:08:21,"Association des volentaires protection","جمعية متطوعي الحماية المدنية بن عروس","الإدارات الجهوية بئر القصعة","بن عروس","96049611","tunisie-volontariat@yahoo.fr",2012-12-12,"اسعافية ذات مصلحة عامة",NA,"حسنات الشابي","أحمد بلحاج","خليفة أمينة الطاهري","بلال كشو","معاضدة مجهودات الحماية المدنية والتدخل  مجابهة الكوراث الطبيعية  نشر ثقافة التطوع بين الشباب","جهوي","مظاهرة مع جمعية عوني نتعلم  حملة تحسيسية في الوقاية والإسعاف حملة تحسيسية مع الفئات -18",NA,NA,"دورات في تنمية البشرية  توسيع الفروع  التعامل مع فرقة مجابهة الكوارث",NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","499",2014-11-06 23:08:26,"enda inter-arabe","اندا العالم العربي","تونس  طريق بنزرت كلم 3 إقامة شريفة عمارة أ هي التحرير 2042","تونس","71 222 522","info@endarabe.org.tn",NA,"عالمية غير حكومية","الفئات المقصية من المقطوعة البنكية",NA,NA,NA,NA,"المساعدة بقروض صغرى لباعثي مشاريع الصغرى","جهوي","توفير القروض لباعثي المشاريع الصغرى",NA,NA,NA,NA,NA,NA,"www.endarabe.org.tn","TUN","TN","TS","Tunisia"
"Morocco","500",2014-11-06 23:08:41,"association aouled alabled","جمعية أولاد البلاد","مراكش","مراكش","0666268603","ouladlblad@gmail.com",2011-05-29,"إجتماعية ثقافية إقتصادية",NA,"عبد الطيف الميساوي","عبد الغني الميساوي","علاء الشافعي",NA,"جمعية ثقافية إجتماعية إقتصادية  شعارنا أولاد البلاد في خدمة البلاد والعباد",NA,"الحملت الطبية مجانية  وقفات احتجاجية ضد النزاع أراضي الفلاحي التي يستغلونها لقرون عديدة",NA,NA,NA,NA,NA,NA,NA,"MAR","MA","MO","Morocco"
"Tunisia","501",2014-11-07 01:38:02,"Association yanabiaa alkhayr","جمعية ينابيع الخير بالتضامن","التضامن اريانة","اريانة","021  018 208","yanabiaaelkhiayr@yahoo.fr",NA,"yanabiaa elkhir","خيرية تنموية","محمد بوحوش","دكتور حمد الأبيض","منجي الحرزلي","مساعدات خيرية لجميع الفئات","جهوي","التركيز على المسائل التنموية  حفض كرامة المواطن","قافلة خارج البلاد  حملة خمسة ألف دينار  إعانة طبية في موسم الدراسة موائد افطار",NA,NA,NA,NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","502",2014-11-07 01:38:13,"Association  architecture","جمعية البنيان المنصوص","باردو السعيدية","باردو","24 932 110","bonyenmarsous@gmail.com",2012-02-24,NA,"خيرية إجتماعية ثقافية","أحمد العنابي","علاء العربي","زينب العنابي","تقديم يد العون للأطفال  مسعدة العائلات المعوزة   بعث نوادي وورشات تثقيفيه تربوية","جهوي","فتح فروع أخرى  رحلات نشاطات ثقافية ترفيهية","قوافل اغاثة  حملات نظافة  العودة المدرسية",NA,NA,NA,NA,NA,"كامل الشرائح",NA,"TUN","TN","TS","Tunisia"
"Tunisia","503",2014-11-07 01:38:27,"Association Tunisienne pour la promotion de la famille","الجمعية التونسية للنهوض الأسرة","النرجس إقامة ياسمين رادس","رادس","52 307 920","atpf.3inaya@yahoo.com",NA,"www.atpf.org.tn","إجتماعية خيرية","عائدة العماري","رشيد المبروك","ياسين فورتي","بناء أسرة رائدة ومتوازنة عبر تحسين ضروف عيش افرادها والإحاطة بهم","جهوي","حملة دينار ألف شخص يعينون شخص واحد  جمع تبرعات","حفلات خيرية ثقافية",NA,NA,NA,NA,NA,"الأيتام العائلات المعوزة","عبد الستار العماري","TUN","TN","TS","Tunisia"
"Tunisia","504",2014-11-07 01:38:38,"centre internationale communication et développement","المركز الدولي للإتصال والتنمية","تونس","تونس","21691632","salehhachem@gmail.com",2011-02-13,NA,"حقوقية تنموية",NA,NA,NA,"التنمية المواطنة  التنمية الحقوقية التنمية الإقتصادية  تبادل التجارب والخبرات  المبادرة و القيادة","جهوي",NA,"ندوات تنموية حقوقية",NA,NA,NA,NA,NA,"المجتمع",NA,"TUN","TN","TS","Tunisia"
"Morocco","505",2014-11-07 01:38:50,"association femmes sahraoui pour la démocratie a l’Espagne","جمعية نساء صحراويات من أجل الديمقراطية بإسبانيا","المغرب/","المغرب/","00212667114190","jovelanos29@hotmail.com",NA,NA,"إجتماعية حقوقية",NA,NA,NA,"المساعدات الإنسانية  مساندة العائلات في أرض الوطن من مخيمة دندوق الدولي","جهوي","مساندة النساء المحتجزات بمخيمت تندوق بلجزئر","حضور دورات حقوق الإنسان بجنيق",NA,NA,NA,NA,NA,"النساء",NA,"MAR","MA","MO","Morocco"
"Tunisia","506",2014-11-07 01:39:01,"association cinéma de la medina","جمعية سينما المدينة","تونس","تونس","79416100",NA,NA,"www.acm.com","ثقافية ترفيهية",NA,NA,NA,"توفير كل من يهوى السينما وتثقل مواهبه","جهوي","تكوين مهن السينما وإخراج أفلام","عرض أفلام وتصوير فوتوجرافي نشاطات ترفهية",NA,NA,NA,NA,NA,"الشباب",NA,"TUN","TN","TS","Tunisia"
"Tunisia","507",2014-11-07 01:39:07,"ATPP","الجمعية الدولية لمساندة المساجين السياسين","تونس","تونس","94296110","abdedayem.noumi@hotmail.fr",NA,"aispp@gmail.com","دولية غير حكومية",NA,NA,NA,"جمع قاعدة بيانات تضم أكثر من 20 ألف سجين سياسي من بينهم أكثر من 450 من مختلف التيارات",NA,"مساندة السجناء السياسين ومساعدتهم فل إندماج فال مجتمع","إرساء ثقافة حقوق الإنسان وادراجها في البرامج التربوية والتعليمية قصد عدم العودة للإنتهاكات والظلم والإستبداد",NA,NA,NA,NA,NA,"المساجين السياسين",NA,"TUN","TN","TS","Tunisia"
"Tunisia","508",2014-11-07 01:39:20,"IFA","الجمعية التونسية لتأهيل ضحايا القمع التعذيب","18rue ebn khaldoun tounes","سوسة","21691632","sleh.hachem@gmail.com",NA,NA,"إجتماعية حقوقية",NA,NA,NA,"التعرف على حالة الإضطهاد والتعذيب وتشخيصها إنجاز الدراسات والتوثيق في مجال الإضطهاد والتعذيب",NA,"الوقاية من الإضطهاد ومناهضة التعذيب","رعاية ضحايا الإضطهاد واتعذب والإحاطة بأسرهم",NA,NA,NA,NA,NA,"ضحايا القمع التعذيب",NA,"TUN","TN","TS","Tunisia"
"Tunisia","509",2014-11-07 01:39:26,"Union des jeunes démocrates Tunisiens","إتحاد الشباب الديمقراطي التونسي","قمرت شارع الحياة","تونس","22364773","ujdt@gmail.com",NA,NA,"سياسية","محمد ياسين الورغي",NA,NA,"تشريك الشباب في الشأن العام","جهوي","المجلس الأعلى للشباب","تأطير الشباب وتكوينه للعمل في المجتمع المدني",NA,NA,NA,NA,NA,"شباب",NA,"TUN","TN","TS","Tunisia"
"Tunisia","510",2014-11-07 01:39:36,"Association femmes montrez vos muscles","جمعية نساء أظهري عضلاتك","شارع حبيب بورقيبة","المهدية فوشانه القصرين","97 3314 308","fmvm@sadika.net",2012-01-13,NA,"نسوية",NA,NA,NA,"النساء وحريتهم ومسواتهم التامة والفاعلة","جهوي","المساهمه في تكوين المرصد الوطني لديمقراطية التشرهية","معارض في فوشانة والقصرين  ورشات تكوين فن الحرفة وتكوين شركة صغرى",NA,NA,NA,NA,NA,"نساء",NA,"TUN","TN","TS","Tunisia"
"Belgium","511",2014-11-07 01:39:44,"AFD international Human right  organization","AFD المنظمة الدولية لحقوق الإنسان","فرع بلجيكيا","كثير من البلدان","+32487612958","youssef@afdinternational.org",NA,"www.afdinternational.org",NA,"يوسف شهاب","حسن مزيل",NA,"رصد خروقات  حقوق الإنسان الإنسان في العالم نشر ثقافة حقوق الإنسان عبر العالم","جهوي","• تنظيم وتشجيع واتخاذ جميع المبرمجين لتشكيل مجتمع لا يعرف الخوف وعدم الخضوع على أساس من الصدق واللاعنف • تنظيم، وتعزيز، تتعهد، رعاية، تنفيذ جميع المبرمجين لصالح الأشخاص تحدى بشكل طبيعي، والجدول الزمني الطبقات والقبائل الجدول الزمني، والناس تحت خط الفقر، البالغ من العمر العمر، أرملة وهبوطا الدوس بغض النظر عن الطبقة الاجتماعية أو العقيدة أو الجنس والدين والثقافة مثل: • تنمية الموارد البشرية • الصحة ورعاية الأسرة • الزراعة وتنمية الصناعات الحلفاء • البيئة والغابات • التنمية الريفية • التنمية العمرانية • العدل والتمكين الاجتماعي • شؤون الشباب والرياضة • علوم والتكنولوجيا والاتصالات وتقنية المعلومات • العلوم وفي مجال حقوق الإنسان","ظمة دولية لحقوق الإنسان هي حركة عالمية لأشخاص يناضلون من أجل حقوق الإنسان المعترف بها دوليا للجميع. وغضب أنصار لدينا من قبل انتهاكات حقوق الإنسان، ولكن يلهمنا الأمل في عالم أفضل - لذلك نحن نعمل على تحسين حقوق الإنسان من خلال الحملات والتضامن الدولي. يمكنك المساعدة في إحداث تغيير حقيقي قبل أن تصبح عضوا أو مؤيدا لمنظمة حقوق الإنسان الدولية.",NA,NA,NA,NA,NA,"جميع الفئات",NA,"BEL","BE","BE","Belgium"
"Tunisia","512",2014-11-07 01:39:55,"L'Association des femmes actuelles","جمعية المرأة المعاصرة","دار الجمعيات حي الخضراء","تونس","24 347 989","femmesactuelle14@gmail.com",2011-06-04,"femme.actuelle.","نسوية تثقيفية ذات تابع تطوعي",NA,NA,NA,"النهوض بالمرأة حتى تكون نموذجاً في إطار التمسك بالثوابت والإنفتاح على الأخر دون نسيان رد الإعتبار للأسرة في نطاق العمل الإنساني ومساهمته في إثراء النسيج الجمعياتي التونسي","جهوي","تحقيق كل ما تتمناه المرأة في عدة مجالات","تنظيم ندوات تثقيفية تمس المرأة والاسرة في مجالات مختلفة  تنظيم دورات تدريبية في مجال التنمية البشرية",NA,NA,NA,NA,NA,"المرأة",NA,"TUN","TN","TS","Tunisia"
"Tunisia","513",2014-11-07 01:40:04,"Association tunisienne de défense des droits de l\'enfant","الجمعية التونسية للدفاع عن حقوق الطفل","تونس 18 نهج مصر تونس بيلفيدير","تونس","71 288 382","info@enfant.tn",NA,"www.enfant.tn","حقوقية","معز شريف","لطيفة قيزاني","منية فرشيو","وتهدف الجمعية التونسية لحقوق الإنسان للطفل، التي أنشئت في نوفمبر 2011، لحماية حقوق الطفل وتوفير المساعدات المباشرة أو غير المباشرة إلى المؤسف الطفل أو المهددة بالانقراض والدفاع عنها.","جهوي","الحفاظ على التصديق على تونس من قبل الجمعية التأسيسية ودمج حيثما أمكن في الدستور · إعمال حقوق الطفل في جميع الهياكل لاستيعاب · لإطلاع الأطفال على حقوقهم والناس الذين يتحملون المسؤولية","الفعل من أجل حقوق الطفل · الدفاع عن حقوق الطفل · الدعوة لصالح الأطفال · معلومات الأطفال الوعي · حاملة الطفل لثقافة السلام واللاعنف",NA,NA,NA,NA,NA,"الطفل","سلمى حفصية","TUN","TN","TS","Tunisia"
"Tunisia","514",2014-11-07 01:40:10,"Association caritative  de secours social","جمعية اسمعني","إقامة البحيرة تونس","تونس البحيرة","21628888518","esmaani@gmail.com",2011-04-08,"esmaani.ong.tn","حقوقية",NA,NA,NA,"الخيرية الإغاثة الاجتماعية في دعم اليومية للناس المرضى في المستشفيات.","جهوي","يمكن أن المتطوعين المشاركة في الرفاه المادي للمريض عن طريق المشي أو رعاية مظهرها (الحلاقة، الشعر ...). في بعض الأحيان، والمتطوعين تقديم المساعدة في تنظيم حياة المريض اليومية أو في الأوراق المصاحبة لها. الرابطة تنظم جمع عرضية من الملابس والبطانيات والالعاب للفقراء ويدعو إلى التبرع بالدم عندما الاحتياجات العاجلة.","فرق من المتطوعين المرضى الدعم اليومي وأسرهم أثناء إقامتهم في المستشفى. جمعية تنشط في مستشفى شارل نيكول، باب سعدون البشير حمزة، صلاح Azaïz وجندوبة ... ومن الأشياء البسيطة التي لجمعية تحاول جلب القليل من الدفء للناس وحيدا إلى المستشفى.",NA,NA,NA,NA,NA,"المجتمع",NA,"TUN","TN","TS","Tunisia"
"Tunisia","515",2014-11-07 01:40:17,"Association des jeunes des demain","جمعية  شباب الغد","صفاقس","صفاقس","22071970","chabeb.elghad@gmail.com",2013-09-08,NA,"شبابية ثقافية تونسية",NA,NA,NA,"تعزيز الانتماء للهوية العربية الإسلامية لدى الشباب وتفعيل طاقاتهم.","جهوي","الأهداف: تعمل الجمعية على الوصول إلى الأهداف التالية بحلول شهر سبتمبر 2013: -استقطاب 200 عضو فاعل وناشط في الجمعية. -نشر الفكر الإيجابي. -تكوين الشباب في التنمية البشرية, فن المناظرة, في الفكر, فن الدعوة, الفنون والعلوم. -الانفتاح على بقية الجمعيات ومنظمات العمل الميداني وإيجاد هيكل ينظم العلاقات بينها.","نشر ثقافة التطوع في المجتمع وتكوين شباب إسلامي رائد في مجاله فاعل في مجتمعه ومؤثر في وطنه وأمته.",NA,NA,NA,NA,NA,"شباب",NA,"TUN","TN","TS","Tunisia"
